Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\24-104\24-104_DIA_7.d	H:\24-104\24-104_DIA_8.d	H:\24-104\24-104_DIA_9.d	H:\24-104\24-104_DIA_10.d	H:\24-104\24-104_DIA_11.d	H:\24-104\24-104_DIA_12.d
orf19.7427	orf19.7427	orf19.7427	orf19.7427		14410.9	9345.37	13356	4078.27	6218.12	7165.64
orf19.7428	orf19.7428	APN1	APN1		63783.7	61847.9	67108.3	120776	122139	108721
orf19.7433	orf19.7433	orf19.7433	orf19.7433		117884	101411	121273	124805	98840	114610
orf19.7434	orf19.7434	GLG2	GLG2		22856.5	18376.6	25399.1	88445.6	89572.4	124581
orf19.7436	orf19.7436	AAF1	AAF1		27078.8	25075.5	25354.1	31832.8	22081	27894.9
orf19.7436.1	orf19.7436.1	ECM15	ECM15			6469.29	2136.8	3403.77	2733.1	2219.52
orf19.7437	orf19.7437	orf19.7437	orf19.7437		41395.8	32302.5	30630.3	83469.9	60875	84496.5
orf19.7438	orf19.7438	UBA1	UBA1		504380	487990	508171	877885	859476	970394
orf19.744	orf19.744	GDB1	GDB1		89992.8	79249.8	81029.2	75164.2	97167.4	110201
orf19.7440	orf19.7440	HST6	HST6		30621.5	42235.3	5094.12	4337.78		24617.4
orf19.7441	orf19.7441	orf19.7441	orf19.7441		1500.84	1956.65	1673.86	1174.88	2093.81	1711.19
orf19.7442	orf19.7442	orf19.7442	orf19.7442		10450.7	9171.86	9404.34	8582.16	6295.14	6464.15
orf19.7443	orf19.7443	orf19.7443	orf19.7443		18794.6	22236.8	16096.1	16650.3	13934.7	24398.4
orf19.7444	orf19.7444	orf19.7444	orf19.7444		15979.3	13726.6	15201.5	14489.6	18812.1	22306.3
orf19.7445	orf19.7445	orf19.7445	orf19.7445		1607.89	1668.64	1223.75	2952.54	2890.46	2283.9
orf19.7446	orf19.7446	OPI3	OPI3		1238.84	1897.86		3934.34	6132.5	5884.13
orf19.7448	orf19.7448	LYS9	LYS9		818456	673843	682548	456993	464329	483268
orf19.7449	orf19.7449	orf19.7449	orf19.7449		18571.3	16487.6	10315.5	21956.1	18554.1	21851.1
orf19.745	orf19.745	VAC8	VAC8		67528.6	82172.9	68826.1	61771.6	55342.2	66605.5
orf19.7450	orf19.7450	orf19.7450	orf19.7450		50271.2	59970	55453.6	109234	96125.9	71323
orf19.7451	orf19.7451	FUN31	FUN31		17234.2	12721.7	15477.4	13725.9	17677.1	21471.7
orf19.7452	orf19.7452	orf19.7452	orf19.7452		1242.35		1053.13			2552.89
orf19.7454	orf19.7454	TAF60	TAF60		101508	101243	103481	117951	86050	101182
orf19.7457	orf19.7457	orf19.7457	orf19.7457		15349.2	18343.3	18709.3	77014.8	70284.8	65893.2
orf19.7458	orf19.7458	orf19.7458	orf19.7458		937.515	2574.06	2462.4	4973.02	5586.92	5991.78
orf19.7459	orf19.7459	orf19.7459	orf19.7459		54822.8	51445.2	51772.3	18062.1	20311.4	20422.2
orf19.746	orf19.746	orf19.746	orf19.746		12853.9	11190.8	13842.8	12978.6	12970.8	13220.7
orf19.7460	orf19.7460	orf19.7460	orf19.7460		21110.1	18807	23380.5	13816.7	21930.9	26661.5
orf19.7466	orf19.7466	ACC1	ACC1		860203	636367	675691	146475	182167	172997
orf19.7468	orf19.7468	orf19.7468	orf19.7468		11794.8	10684.2	10666	7528.43	7532.79	8168.77
orf19.7469	orf19.7469	ARG1	ARG1		34973.4	29012.3	28669.8	58747.3	63277.8	77980.1
orf19.747	orf19.747	NBP35	NBP35		18411	19046.2	22523.1	32512.5	24923.6	26643.1
orf19.7473	orf19.7473	orf19.7473	orf19.7473		4218.29	3466.84	3969.53	3881.38	6363.87	5873.36
orf19.7475	orf19.7475	PHO81	PHO81		10195.9	8191.69	9391.12	9200.84	15161.6	12646.9
orf19.7477	orf19.7477	YRB1	YRB1		216288	240441	137997	206890	189154	175233
orf19.7478	orf19.7478	orf19.7478	orf19.7478		110126	107957	97134.6	44923.6	36865.7	46095.8
orf19.7479	orf19.7479	NTH1	NTH1		25817.2	19723.8	22416.7	26300.9	27586.9	34706.7
orf19.748	orf19.748	orf19.748	orf19.748		40811.4	37179.3	40757.9	35848.6	40087.1	47721.9
orf19.7481	orf19.7481	MDH1	MDH1		354347	353244	346570	715885	625003	692349
orf19.7483	orf19.7483	CRM1	CRM1		93301.1	83722.2	88587.3	76724.1	111374	110545
orf19.7484	orf19.7484	ADE1	ADE1		491692	478972	403657	401716	361607	396112
orf19.7485	orf19.7485	orf19.7485	orf19.7485		53088.3	46223.1	45363.6	22893.6	21898.6	18005.7
orf19.7486	orf19.7486	MRPL6	MRPL6		22820.7	14858.3	15671	7112.15	10778.4	11390.7
orf19.7488	orf19.7488	orf19.7488	orf19.7488		116579	117985	114511	76279.6	78504.1	81363.3
orf19.7489	orf19.7489	orf19.7489	orf19.7489		17981.3	13261.7	17155.8	12334.9	20162.5	20279.2
orf19.7489.3	orf19.7489.3	orf19.7489.3	orf19.7489.3		19207	22361.7	18724.3	45887.5	15561.4	43283.7
orf19.7491	orf19.7491	RTT109	RTT109		4392.12	3836.02	4099.07	2915.7	5688.88	6614.05
orf19.7492	orf19.7492	SWC4	SWC4		19539.2	22638.7	25486.4	39995.3	38618.1	39726.3
orf19.7495	orf19.7495	orf19.7495	orf19.7495		2205.18	2871.46	2849.02	3943.75	3143.37	3662.22
orf19.7497	orf19.7497	orf19.7497	orf19.7497		11716.6	9607.24	10639.9	10876.8	14208.6	15988.4
orf19.7498	orf19.7498	LEU1	LEU1		187240	172417	191231	169884	180417	200675
orf19.7499	orf19.7499	orf19.7499	orf19.7499		36193.5	40525.9	42278.2	29736.6	26365.3	27392.3
orf19.7500	orf19.7500	PXA1	PXA1		15380.4	12429.5	14007.1	12231	25152.1	21012.2
orf19.7501	orf19.7501	NAP1	NAP1		257500	242301	252763	379708	348045	352993
orf19.7502	orf19.7502	orf19.7502	orf19.7502		457314	304466	307349	251050	238257	307975
orf19.7504	orf19.7504	orf19.7504	orf19.7504		27216	24798.3	19716.3	56486	45985.7	47845.5
orf19.7506	orf19.7506	orf19.7506	orf19.7506		3584.48	2507.37	3717.75	2515.31	4420.17	4278.37
orf19.7507	orf19.7507	orf19.7507	orf19.7507					11508	9939.88	9798.51
orf19.7509.1	orf19.7509.1	ATP17	ATP17		74371.1	68770.1	68655.6	53969.4	58782.7	61101.7
orf19.7509.2	orf19.7509.2	LSM6	LSM6		78128.6	94620	108103	92675	95113.9	78855.5
orf19.751	orf19.751	orf19.751	orf19.751		4433.91	4337.86	4995.62	1632.09	3202.64	3940.85
orf19.7510	orf19.7510	KIN2	KIN2		32452.9	28010.1	28704.6	28352.1	34521	43810.5
orf19.7511	orf19.7511	orf19.7511	orf19.7511		31855.8	25052.2	27769.2	22587.1	26732.8	29528
orf19.7513	orf19.7513	ALK2	ALK2		6545.1	5494.65	6675.38	11003.2	14052.7	16142.6
orf19.7514	orf19.7514	PCK1	PCK1		21840.6	15832.3	14167.1	30330.8	37547.1	86336.7
orf19.7516	orf19.7516	orf19.7516	orf19.7516		8142.08	6671.1	6193.87	5831.52	9055.57	11985.7
orf19.7517	orf19.7517	CHT1	CHT1			2276.17	2054.83		1199.53	
orf19.7519	orf19.7519	orf19.7519	orf19.7519		39134.4	51779.8	54116.9	68933.8	65223.2	62819.4
orf19.752	orf19.752	orf19.752	orf19.752		54328.3	56988.8	61348	47034.8	42099.5	43487
orf19.7520	orf19.7520	POT1	POT1		19813.2	17065	17933.6	126939	99991.3	119386
orf19.7521	orf19.7521	REP1	REP1		1664.91	1258.96	1762.44	2363.74	3066.57	3052.52
orf19.7522	orf19.7522	orf19.7522	orf19.7522		53245.7	44383.7	44233.5	52088.4	48781.8	54550.3
orf19.7523	orf19.7523	MKC1	MKC1		29058.2	27224.5	32282.4	29978.3	33653.2	44091.5
orf19.7527	orf19.7527	orf19.7527	orf19.7527		9755.75	9999.15	13642.5	13488.5	24161.3	27410
orf19.7529	orf19.7529	EPL1	EPL1		19115	20863.5	18586.2	16024.5	17558.5	16579.6
orf19.753	orf19.753	MNN15	MNN15		8221.66	7046.79	7987.03	1496.5	6149.48	1881.68
orf19.7531	orf19.7531	orf19.7531	orf19.7531		116396	102409	99552.7	193323	251421	289288
orf19.7534	orf19.7534	MIS12	MIS12		138672	106490	130985	38815.1	44226.4	44684.3
orf19.7537	orf19.7537	BNR1	BNR1		8004.11	7221.61	8379.01	11818.3	13684.3	14085.9
orf19.7538	orf19.7538	orf19.7538	orf19.7538		19979.7	17521.2	19917.1	20367.2	27412.5	36240.9
orf19.7539	orf19.7539	INO2	INO2			5788.57	936.532	4624.27	3647.4	4018.94
orf19.754	orf19.754	YBN5	YBN5		905245	835446	847647	553560	536882	589919
orf19.7546	orf19.7546	orf19.7546	orf19.7546		35595.4	27215.1	26171.1	12150.6	14934	31385.9
orf19.7547	orf19.7547	orf19.7547	orf19.7547		9412.39	10354.9	13803.3	34030.2	36241.1	38640.1
orf19.7548	orf19.7548	MED21	MED21		21520.5	22988.7	29809.4	50731.8	37902.7	38448.2
orf19.7549	orf19.7549	PMT5	PMT5		30148.1	20904.8	25471.5	14241.6	20757.2	21984.2
orf19.755	orf19.755	MRPL37	MRPL37		38880.6	39104.3	43847.4	28588.1	18425.9	30791.1
orf19.7551	orf19.7551	ALO1	ALO1		105638	96172.7	97635.7	62159.9	77141.2	84577.8
orf19.7552	orf19.7552	orf19.7552	orf19.7552		27103.5	26832.2	24755.5	19364.6	19260	19042.2
orf19.7553	orf19.7553	orf19.7553	orf19.7553		17478.5	20087.7	21645.9	17877.4	19936.9	31251.9
orf19.7556	orf19.7556	orf19.7556	orf19.7556		6418.92	6975.38	8608.88	12432.4	9199.06	9766
orf19.7558	orf19.7558	YTA6	YTA6		15875.5	13543.3	15867.5	27577.7	18707.4	24405.3
orf19.7561	orf19.7561	DEF1	DEF1		11350.1	12893	10276.9	40289.7	33394	36671.4
orf19.7563	orf19.7563	BET2	BET2		55859.9	38442.9	46326.6	42033.5	56456.2	61013.7
orf19.7564	orf19.7564	DPB2	DPB2		25195	25492.3	27353	24126	33802.1	36564.7
orf19.7566	orf19.7566	orf19.7566	orf19.7566		4799.67		4340.41			2305.33
orf19.7567	orf19.7567	orf19.7567	orf19.7567		3992.69	7394.79	6940.98	16069.1	16210.3	15140.9
orf19.7569	orf19.7569	SIK1	SIK1		201922	197026	204558	125528	133920	140245
orf19.757	orf19.757	orf19.757	orf19.757		7856.03	7843.9	7166.62	7469.96	8999.29	11087.8
orf19.7570	orf19.7570	UGA3	UGA3		6940.35	5594.88	6082.04	6857.96	15230.8	12862
orf19.7571	orf19.7571	UBC4	UBC4		181879	225845	157352	148200	155501	122930
orf19.7572	orf19.7572	SPT7	SPT7		15532.1	13817.1	14260.3	20086.5	16269.9	25422.7
orf19.7574	orf19.7574	orf19.7574	orf19.7574		6749.47	5449.82	5310.16	5139.48	6877.03	8223.11
orf19.7576	orf19.7576	orf19.7576	orf19.7576			1345.87		1549.37	2369.94	1513.51
orf19.7577	orf19.7577	MSS51	MSS51		118035	91243.6	85546.1	62252.3	56269	79035.3
orf19.7578	orf19.7578	orf19.7578	orf19.7578		24175.4	31399.3	29787.8	54230.2	50280.2	41136.4
orf19.7579	orf19.7579	FGR34	FGR34		17476.4	15830.9	15344.8	28160.6	31269.7	40086.8
orf19.7580	orf19.7580	orf19.7580	orf19.7580		36381.1	32356.1	43362.2	45434.5	55282.3	35770.4
orf19.7581	orf19.7581	orf19.7581	orf19.7581		38379.9	45467.3	43481.5	66516.8	70828.4	59542.9
orf19.7583	orf19.7583	ZCF39	ZCF39		33481.4	28303.8	32778.9	60597.1	81376.1	115286
orf19.7585	orf19.7585	INO1	INO1		9284.89	13923.7	17081.1	215839	185380	199543
orf19.7586	orf19.7586	CHT3	CHT3		5990.27	10023.7	9847.44	3482.11	2308.06	2036.19
orf19.7589	orf19.7589	orf19.7589	orf19.7589		34814.7	44957.7	11960.9	57529.5	52952.4	61282.2
orf19.759	orf19.759	SEC21	SEC21		156170	127854	130381	84425.4	136606	158153
orf19.7590	orf19.7590	orf19.7590	orf19.7590		264601	285847	269629	126607	106128	110194
orf19.7592	orf19.7592	FAA4	FAA4		267125	212109	229425	100578	150693	167733
orf19.7593	orf19.7593	orf19.7593	orf19.7593		21088.2	19801.3	23649.5	11415.8	8569.66	12043.2
orf19.7594	orf19.7594	orf19.7594	orf19.7594		68647.8	49733.7	76899.8	91275.2	99875.2	82715.6
orf19.7595	orf19.7595	orf19.7595	orf19.7595		7374.3	6993.85	8008.36	4762	6139.21	7092.34
orf19.7598	orf19.7598	orf19.7598	orf19.7598		33539.4	29369.1	33455.3	149957	133288	144656
orf19.7599	orf19.7599	UTP5	UTP5		24077.3	20940.1	21410.8	12225.7	19285.4	17317.4
orf19.76	orf19.76	SPB1	SPB1		36887.6	35484.9	34755.3	18588	19737	22389.9
orf19.7600	orf19.7600	FDH3	FDH3		1.00214e+06	787635	828956	1.23221e+06	1.35465e+06	1.46991e+06
orf19.7602	orf19.7602	AHA1	AHA1		666772	520596	462689	740676	651653	1.04188e+06
orf19.7603	orf19.7603	orf19.7603	orf19.7603		90875.6	75715.5	63129.2	55582.8	63481.5	41563.6
orf19.7604	orf19.7604	orf19.7604	orf19.7604		7920.78	6135.62	8180.73	4026.95	6075.87	7825.01
orf19.7605	orf19.7605	PUP1	PUP1		120182	123124	112736	211906	186278	177183
orf19.761	orf19.761	TCO89	TCO89		6216.16	8142.86	6582.78	11410.8	12269.4	12814.9
orf19.7610	orf19.7610	PTP3	PTP3		43031.9	35516.7	33362.3	126641	130905	161509
orf19.7611	orf19.7611	TRX1	TRX1		778545	838143	804052	1.33565e+06	1.37744e+06	1.18002e+06
orf19.7612	orf19.7612	CTM1	CTM1		50784.6	41791.2	45780.8	49968.6	63106.9	68828.2
orf19.7613	orf19.7613	HCR1	HCR1		955495	1.11211e+06	1.05004e+06	775597	732724	675507
orf19.7615	orf19.7615	orf19.7615	orf19.7615		15917.9	14721.5	17792.6	21796.5	13055.9	23537.6
orf19.7617	orf19.7617	orf19.7617	orf19.7617		66533	42443	63302	36033.2	35665.3	41793.3
orf19.7618	orf19.7618	orf19.7618	orf19.7618		21425.8	24164.4	19922.8	13737.6	17282.9	17966.7
orf19.7619	orf19.7619	orf19.7619	orf19.7619		4750.64	3891.33	4841.71		1801.36	988.028
orf19.7620	orf19.7620	orf19.7620	orf19.7620		8315.43	9702.55	10442.6	11718.1	11778.4	10201.8
orf19.7621	orf19.7621	orf19.7621	orf19.7621		3655.85	3007.31	4051.19	3035.23	2296.43	3279.49
orf19.7622	orf19.7622	SPT3	SPT3		3504.06	8110.89	6358.38	6593.52	4170.06	14302.8
orf19.7624	orf19.7624	orf19.7624	orf19.7624		50390.2	51620.3	58015.2	46231.6	49516.1	45359
orf19.7626	orf19.7626	EIF4E	EIF4E		242521	219938	216153	153149	134239	134408
orf19.7627	orf19.7627	orf19.7627	orf19.7627		11485.4	8489.45	10967.6	10932	17872.1	16074.6
orf19.7629	orf19.7629	orf19.7629	orf19.7629		1089.15	808.771	1072	1344.06	2246.87	2028.39
orf19.763	orf19.763	orf19.763	orf19.763		14098.9	12696.6	13894.8	10765.3	9791.18	8698.59
orf19.7631	orf19.7631	SLD5	SLD5		16199.2	18526.2	24949.3	26727.7	23119.8	25410.6
orf19.7632	orf19.7632	orf19.7632	orf19.7632		11761.9	7401.53	8789.26	8904.2	10002.2	11502.3
orf19.7634	orf19.7634	MCD1	MCD1		19406.7	17590.6	20058.4	45824.5	36301.3	41239.6
orf19.7635	orf19.7635	DRS1	DRS1		56927.5	46927.7	56642.7	22295.9	28657.8	33045.8
orf19.7638	orf19.7638	PRO1	PRO1		18865.4	17489.1	18105.9	14686.8	17417.1	19699.3
orf19.764	orf19.764	orf19.764	orf19.764		25756.3	21839.2	22835.1	12414.1	21513.4	19422.2
orf19.7642	orf19.7642	orf19.7642	orf19.7642		3894.71	2718.83	2928.55	4088.22		4349.7
orf19.7643	orf19.7643	orf19.7643	orf19.7643		42026.7	15841	15852.2	10201.4	20386.2	32678.6
orf19.7645	orf19.7645	orf19.7645	orf19.7645		49912.9	36581.2	43025.6	26905.2	33635.5	34760.2
orf19.7646	orf19.7646	orf19.7646	orf19.7646		5684.29	4962.47	6831.6	4589.68	5369.94	4479.54
orf19.7650	orf19.7650	LTV1	LTV1		38401.9	38137.8	38873	40139.2	40580.3	37948
orf19.7652	orf19.7652	CKA1	CKA1		21014.2	18867.7	21096.1	25340.8	28141.2	35880.1
orf19.7654	orf19.7654	CPR6	CPR6		709011	715151	703209	1.07339e+06	1.14802e+06	1.04316e+06
orf19.7655	orf19.7655	RPO21	RPO21		50600.9	41257.5	48241.7	32933	38957.3	44306.5
orf19.7657	orf19.7657	POP3	POP3		14419.5	9483.79	13214.6	5097.67	7031.15	7805.54
orf19.7658	orf19.7658	RFC4	RFC4		104514	88232.7	99807.1	114255	105543	135325
orf19.7660	orf19.7660	VPS52	VPS52		9599.21	7589.82	9349.09	7005.87	11002.9	12136.6
orf19.7662	orf19.7662	orf19.7662	orf19.7662		46472.7	41021.4	41655.4	47437.6	47354.6	67227.4
orf19.7663	orf19.7663	orf19.7663	orf19.7663		19828.8	22864.8	27218.8	35244.5	25984.3	28309.4
orf19.7664	orf19.7664	orf19.7664	orf19.7664		50777.7	70635.4	59667.6	72208	79310.6	71271.2
orf19.7665	orf19.7665	orf19.7665	orf19.7665		7584.25	5394.38	6969.72	2376.48	2149.35	2179.75
orf19.7667	orf19.7667	IAH1	IAH1		51858	55612	39749.8	64086.8	60324.2	72807.8
orf19.7668	orf19.7668	MAL2	MAL2		7097.45	6177.94	9820.94	66730.1	52841.6	62525.3
orf19.767	orf19.767	ERG3	ERG3		69901.5	41451.6	75414.5	20041.1	34162	43047.8
orf19.7670	orf19.7670	orf19.7670	orf19.7670		6781.38	6366.27	11954.5	7576.19	16593.9	16085.9
orf19.7672	orf19.7672	orf19.7672	orf19.7672		42667.9	36952.5	39296.9	123457	192316	206582
orf19.7673	orf19.7673	orf19.7673	orf19.7673		63807.2	62618	81585.7	72072.1	58801.7	43841.3
orf19.7675	orf19.7675	orf19.7675	orf19.7675		38325.4	32429.6	34621.9	12458.8	9417.75	12319.2
orf19.7676	orf19.7676	XYL2	XYL2		284768	294519	297167	485205	482795	430835
orf19.7678	orf19.7678	ATP16	ATP16		1.13733e+06	1.14459e+06	1.21254e+06	693055	1.01011e+06	1.04536e+06
orf19.768	orf19.768	SYG1	SYG1		3899.64	2576.35	3595.05	2104.21	2952.62	1723.09
orf19.769	orf19.769	IFE1	IFE1		17596.8	18914.4	17343.5	6711.79	7182.27	6408.19
orf19.771	orf19.771	LPG20	LPG20		84103.9	78709.8	81695.4	299192	272897	272517
orf19.772	orf19.772;orf19.4506	LYS21	LYS21		344899	309532	335918	307996	337767	348391
orf19.773	orf19.773	orf19.773	orf19.773		73275.9	93294.1	94479.6	57799.1	86108	53035.3
orf19.775	orf19.775	orf19.775	orf19.775		3496.62	3960.02	5014.99	9286.95	8047.45	9110.96
orf19.778	orf19.778	PIL1	PIL1		2.10928e+06	2.10185e+06	2.07795e+06	2.15284e+06	2.01493e+06	1.80625e+06
orf19.779	orf19.779	HAT1	HAT1		40979	40470.1	39480.6	50218.6	40475.7	45910.3
orf19.780	orf19.780	DUR1,2	DUR1,2		17163.6	11793.6	15436.8	4681.92	4486.25	4237.92
orf19.782	orf19.782	orf19.782	orf19.782		16124.6	11234.5	12205.7	14269.2	18011.8	22431.9
orf19.783	orf19.783	orf19.783	orf19.783		14419.3	10981.8	14962.2	18666.1	24524.5	26696.5
orf19.787.1	orf19.787.1	orf19.787.1	orf19.787.1		34697.1	35125.4	32230.1			2731.46
orf19.789	orf19.789	PYC2	PYC2		400048	310478	338472	95611.9	122241	123525
orf19.789.1	orf19.789.1	orf19.789.1	orf19.789.1		6818.84	14923.4	7860.15	8773.76	6247.54	6388.67
orf19.791	orf19.792;orf19.791	RIM11	RIM11		37698.9	24776.6	31490.8	20666.2	22674.5	27851.5
orf19.793	orf19.793	CAK1	CAK1		25938	26434	26289.4	34778.3	37361.9	43593.5
orf19.794	orf19.794	SSN3	SSN3		11526.6	7803.54	13408	8959.22	15125.6	21635
orf19.795	orf19.795	VPS36	VPS36		1542.15		1136.53	1951.79	3523.48	4626.69
orf19.796	orf19.796	HYM1	HYM1		18794.4	21493	20562.4	22506.1	21202.5	27739
orf19.797	orf19.797	BAT21	BAT21		440148	475127	450985	299029	225244	259008
orf19.798	orf19.798	TAF14	TAF14		192384	215011	214029	218101	182269	186119
orf19.799	orf19.799	STE4	STE4			6980.01	845.614	6902.36	8202.62	6615.27
orf19.801	orf19.801	TBF1	TBF1		55612.9	60217.9	53441.3	46451.3	38916.1	42906.6
orf19.802	orf19.802	UGA1	UGA1		150098	147127	149143	279958	225364	275828
orf19.804	orf19.804	orf19.804	orf19.804		3483.54	3588.43	3641.18			1179.79
orf19.804.1	orf19.804.1	orf19.804.1	orf19.804.1		68906.5	67992.3	85418.6	65038.2	58254	63399.5
orf19.805	orf19.805	orf19.805	orf19.805		28006.4	29613.3	27633.4	10501.6	10490.6	9113.04
orf19.806	orf19.806	VMA7	VMA7		250729	286139	329775	343114	356716	275070
orf19.807	orf19.807	CHS5	CHS5		115517	103919	126457	188529	155029	148758
orf19.808	orf19.808	orf19.808	orf19.808		13048.2	14052.2	14438.3	26715.2	27376.8	25238.9
orf19.809	orf19.809	orf19.809	orf19.809		111969	135339	134932	119476	120542	111395
orf19.81	orf19.81	orf19.81	orf19.81		15703.9	17551.1	18993.8	22422.4	17215.8	20726
orf19.811	orf19.811	orf19.811	orf19.811		7809.79	8670.13	8262.01	16922.5	16484.7	14339.3
orf19.813	orf19.813	orf19.813	orf19.813		66038	107983	122192	491568	375524	339936
orf19.815	orf19.815	DCK1	DCK1		24928.9	20407.1	22226.7	15180.9	24950.7	25748.3
orf19.819	orf19.819	orf19.819	orf19.819		551490	627769	669697	477848	468313	344024
orf19.820	orf19.820	SDS22	SDS22		110874	113074	109848	122829	103906	144152
orf19.822	orf19.822	HSP21	HSP21		90022.4	121477	128591	1.84884e+06	1.67563e+06	1.58298e+06
orf19.825	orf19.825	GCD7	GCD7		67171.3	52027.8	68502.3	42759.3	40046.6	42145
orf19.826	orf19.826	MED1	MED1		46608.2	43841.3	38853.9	42839.4	53543.1	71199.1
orf19.827	orf19.827	orf19.827	orf19.827		4912.59	5116.95	5853.68	8900.48	7133.21	4662.8
orf19.827.1	orf19.827.1	RPL39	RPL39		272278	250628	343536	91936.2	97936.4	105960
orf19.8278	orf19.8278	orf19.8278	orf19.8278		14326	12999.8	16909.4	17748.7	14798.9	13893.5
orf19.828	orf19.828	orf19.828	orf19.828		67817.1	67748.7	66109	31160.2	22908.4	23554.2
orf19.829	orf19.829	SCH9	SCH9		13197.6	12781.4	12610.4	9283.05	10943.2	12245
orf19.831	orf19.831	orf19.831	orf19.831		35428.5	36788.6	47301.5	55571.5	56345.2	49892.9
orf19.832	orf19.832	GPI13	GPI13		6160.62	5804.76	3229.92	3593.95	4315.32	5863.4
orf19.834	orf19.834	orf19.834	orf19.834		6022.93	5539.91	6171.77	13545.8	16578.9	20480.1
orf19.835	orf19.835	orf19.835	orf19.835		14373.7	11758	13356.3	27616.5	24313.6	25280.4
orf19.836	orf19.836	orf19.836	orf19.836		18403.3	15949.7	14112.8	13858.7	16081.5	23690.7
orf19.836.1	orf19.836.1	orf19.836.1	orf19.836.1		13645.4	3051.03	8769.64	4675.2	12305.9	17049.8
orf19.837	orf19.837	GNA1	GNA1		60559.7	65512.4	65281.4	70582.6	84178	75221.3
orf19.837.1	orf19.837.1	INO4	INO4		18407.9	17419	14508.8	32431.5	33330.3	49342.6
orf19.838.1	orf19.838.1	RPS9B	RPS9B		684951	574783	726168	241867	305571	319092
orf19.839	orf19.839	orf19.839	orf19.839		10603.8	8816.54	11119.1	5906.25	8157.29	9142.81
orf19.840	orf19.840	RPL21A	RPL21A		456597	200203	199682	58495.3	105062	63341.6
orf19.841	orf19.841	orf19.841	orf19.841		21743.8	25250.5	27903.1	41878.7	32331.2	40454.6
orf19.842	orf19.842	ASR3	ASR3		140931	92306.7	108825	521739	435364	351629
orf19.843	orf19.843	orf19.843	orf19.843		12641.4	12158.1	12833.7	16325.6	13071.7	17086.9
orf19.844	orf19.844	STE11	STE11		37526	48402.2	35689.7	45268.4	48411.8	48784.7
orf19.846	orf19.846	orf19.846	orf19.846		6351.8	7522.95	5373.72	5521.85	7429.36	6600.4
orf19.847	orf19.847	YIM1	YIM1		237934	236722	240917	715717	717107	734584
orf19.85	orf19.85	GPX2	GPX2		127837	131136	47585.4	36101.4	25510.6	112853
orf19.850	orf19.850	orf19.850	orf19.850		32664.6	38013.9	37822.7	34865.8	24562.4	28846.7
orf19.851	orf19.851	orf19.851	orf19.851		4836.67	3552.94	4639.73	1927.47		1929.76
orf19.853	orf19.853	SAP99	SAP99		10942.9	2030.63	11278.1	8718	5999.18	
orf19.854	orf19.854	UGA11	UGA11		10554.4	10006.3	10008.7	11690.9	8723.6	12723.7
orf19.86	orf19.86;orf19.85	orf19.86	orf19.86		801016	816074	704201	918878	802970	1.19685e+06
orf19.861	orf19.861	CAP4	CAP4		4906.61	8177.21	15494.5	14524.7	6111.51	11844.6
orf19.862	orf19.862	orf19.862	orf19.862		3820.33	3958.57	3577.29	4498.87	3183.48	4014.75
orf19.863	orf19.863	orf19.863	orf19.863		160781	149599	160325	79026.2	65983.3	54952.9
orf19.864	orf19.864	orf19.864	orf19.864		15093.3	10793.7	12690	10010.9	14970	15762.8
orf19.867	orf19.867	orf19.867	orf19.867		3983.76	4379.33	3031.7	2823.19	4536.7	4643.37
orf19.868	orf19.868	ADAEC	ADAEC		1384.94	2390.19	2271.14	1987.83	2631.71	2685.94
orf19.871	orf19.871	orf19.871	orf19.871		2112.44	2657.7	2084.34	4355.46	3570.9	5517.56
orf19.872	orf19.872	orf19.872	orf19.872		3976.29	3116.92	3928.63	2903.26		3605.35
orf19.873.1	orf19.873.1	COX6	COX6		663876	707909	730267	441882	416029	345734
orf19.874	orf19.874	orf19.874	orf19.874		30237.5	30207.4	28381.6	34893.4	37307.3	49818.3
orf19.875	orf19.875	orf19.875	orf19.875		43693.3	50127.2	51825.1	46334.1	34405.4	43024.3
orf19.878	orf19.878	NBN1	NBN1		13836	13335.9	13117.1	21365.1	21096.8	22561.7
orf19.879	orf19.879	orf19.879	orf19.879		9149.49	7541.54	6317.8	10915.5	10568.1	18558.8
orf19.88	orf19.88	ILV5	ILV5		868712	835010	815594	557575	483124	529566
orf19.880	orf19.880	orf19.880	orf19.880		31456.7	27420.4	33417.1	20392.6	27170.6	29072.8
orf19.882	orf19.882	HSP78	HSP78		377075	399763	411954	1.76569e+06	1.48671e+06	1.68442e+06
orf19.886	orf19.886	PAN1	PAN1		117707	123700	107178	194061	173474	195474
orf19.89	orf19.89	PEX7	PEX7		42522.8	44797.3	46554	117044	84566.1	91333.5
orf19.891	orf19.891	orf19.891	orf19.891		65878.2	61921	71933.3	77733.3	72759.6	68598.7
orf19.894	orf19.894	orf19.894	orf19.894		9495.12	7576.23	7804.82	7747.7	13445.6	13378.9
orf19.895	orf19.895	HOG1	HOG1		69528.5	74482.8	78714.2	61556.4	58389.1	82065.3
